Gene.ID,Chr,start,end,strand,gene_length,type,detailed_type,symbol,annotation
AT1G43010,Chr1,16153609,16154468,+,860,mRNA,mRNA,,Pentatricopeptide repeat (PPR) superfamily protein
AT1G43020,Chr1,16155278,16157950,+,2673,mRNA,mRNA,,electron protein%2C putative (Protein of unknown function%2C DUF547)
AT1G43040,Chr1,16184038,16184776,+,739,mRNA,mRNA,,SAUR-like auxin-responsive protein family
AT1G43050,Chr1,16185838,16187658,-,1821,pseudogene,intergenic,,pseudogene
AT1G43080,Chr1,16213995,16215828,-,1834,mRNA,mRNA,,Pectin lyase-like superfamily protein
AT1G43090,Chr1,16217197,16219150,-,1954,mRNA,mRNA,,Pectin lyase-like superfamily protein
AT1G43100,Chr1,16220519,16222473,-,1955,mRNA,mRNA,,Pectin lyase-like superfamily protein
AT1G43110,Chr1,16223981,16225810,-,1830,pseudogene,intergenic,,pseudogene
AT1G43120,Chr1,16227318,16227779,-,462,pseudogene,intergenic,,pseudogene
AT1G43130,Chr1,16228189,16231254,-,3066,mRNA,mRNA,LCV2,like COV 2
AT1G07147,Chr1,16232415,16232773,+,359,lncRNA,intergenic,,
AT1G43140,Chr1,16232785,16236109,+,3325,mRNA,mRNA,,Cullin family protein
AT1G43145,Chr1,16238525,16240015,+,1491,mRNA,mRNA,,hypothetical protein
AT1G43160,Chr1,16263805,16264945,+,1141,mRNA,mRNA,RAP2.6,related to AP2 6
AT1G43170,Chr1,16266553,16268945,+,2393,mRNA,mRNA,RP1,ribosomal protein 1
AT1G43171,Chr1,16269075,16270513,+,1439,mRNA,mRNA,,B3 domain protein
AT1G43180,Chr1,16271201,16272798,-,1598,pseudogene,intergenic,,pseudogene
AT1G43190,Chr1,16275108,16278742,-,3635,mRNA,mRNA,PTB3,polypyrimidine tract-binding protein 3
AT1G43245,Chr1,16308510,16311094,-,2585,mRNA,mRNA,,SET domain-containing protein
AT1G43260,Chr1,16318253,16319234,+,982,mRNA,mRNA,,hAT transposon superfamily protein
AT1G43310,Chr1,16345916,16346475,-,560,mRNA,mRNA,,Nucleotide-sugar transporter family protein
AT1G43320,Chr1,16356762,16357118,+,357,mRNA,mRNA,,hypothetical protein
AT1G43330,Chr1,16359029,16360023,+,995,mRNA,mRNA,,Homeodomain-like superfamily protein
MSTRG.3492.1,Chr1,16360347,16360483,-,137,lncRNA,intergenic,NA,NA
AT1G09485,Chr1,16365144,16366388,-,1245,lncRNA,intergenic,,
AT1G43415,Chr1,16378974,16379405,+,432,mRNA,mRNA,,hypothetical protein
AT1G43560,Chr1,16397979,16399880,-,1902,mRNA,mRNA,ty2,thioredoxin Y2
AT1G07157,Chr1,16401079,16401324,+,246,lncRNA,intergenic,,
AT1G07163,Chr1,16408889,16409127,-,239,lncRNA,intergenic,,
AT1G43580,Chr1,16410372,16412736,-,2365,mRNA,mRNA,,Sphingomyelin synthetase family protein
AT1G43600,Chr1,16415357,16416022,+,666,mRNA,mRNA,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
AT1G07167,Chr1,16416062,16416771,+,710,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G43605
MSTRG.3499.1,Chr1,16416158,16417801,-,1644,lncRNA,intragenic,NA,Overlaps with AT1G43605
AT1G43605,Chr1,16416733,16417928,-,1196,mRNA,mRNA,,hypothetical protein
AT1G07173,Chr1,16417285,16417517,+,233,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G43605
AT1G07177,Chr1,16424306,16424564,+,259,lncRNA,intergenic,,
AT1G43610,Chr1,16424578,16425345,+,768,mRNA,mRNA,,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
AT1G43620,Chr1,16425412,16430287,-,4876,mRNA,mRNA,UGT80B1,UDP-Glycosyltransferase superfamily protein
AT1G43630,Chr1,16436250,16437755,-,1506,mRNA,mRNA,,plant/protein (DUF793)
AT1G43640,Chr1,16439367,16441941,-,2575,mRNA,mRNA,TLP5,tubby like protein 5
AT1G43650,Chr1,16443582,16446918,-,3337,mRNA,mRNA,UMAMIT22,nodulin MtN21 /EamA-like transporter family protein
AT1G43665,Chr1,16452981,16453804,-,824,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G43666,Chr1,16461072,16461734,-,663,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G43667,Chr1,16465056,16465565,-,510,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G07183,Chr1,16466014,16466321,+,308,lncRNA,intergenic,,
AT1G43670,Chr1,16467298,16470500,+,3203,mRNA,mRNA,FBP,Inositol monophosphatase family protein
AT1G07187,Chr1,16471282,16471983,-,702,lncRNA,intergenic,,
AT1G43680,Chr1,16472205,16473343,+,1139,mRNA,mRNA,,nucleic acid-binding/zinc ion-binding protein
AT1G07193,Chr1,16474043,16474313,+,271,lncRNA,intergenic,,
AT1G43690,Chr1,16478159,16482859,+,4701,mRNA,mRNA,,ubiquitin interaction motif-containing protein
AT1G43700,Chr1,16484231,16486327,+,2097,mRNA,mRNA,VIP1,VIRE2-interacting protein 1
AT1G43710,Chr1,16486230,16488462,-,2233,mRNA,mRNA,EMB1075,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
MSTRG.3509.1,Chr1,16486527,16486687,+,161,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G43710
AT1G43720,Chr1,16495080,16496078,+,999,mRNA,mRNA,,hypothetical protein
AT1G43722,Chr1,16496403,16497377,+,975,mRNA,mRNA,,nuclease
AT1G43730,Chr1,16508723,16509784,-,1062,mRNA,mRNA,,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
MSTRG.3511.1,Chr1,16516617,16516743,+,127,lncRNA,intergenic,NA,NA
AT1G43760,Chr1,16528880,16531065,-,2186,mRNA,mRNA,,DNAse I-like superfamily protein
AT1G43765,Chr1,16537511,16538091,+,581,lncRNA,intergenic,,other_RNA
MSTRG.3512.2,Chr1,16537521,16538256,+,736,lncRNA,intergenic,NA,NA
AT1G43766,Chr1,16546067,16546415,+,349,pseudogene,intergenic,,pseudogene
AT1G43770,Chr1,16548417,16551909,+,3493,mRNA,mRNA,,RING/FYVE/PHD zinc finger superfamily protein
AT1G07197,Chr1,16560777,16560998,-,222,lncRNA,intergenic,,
AT1G43780,Chr1,16563811,16567399,+,3589,mRNA,mRNA,scpl44,serine carboxypeptidase-like 44
AT1G43781,Chr1,16568967,16575486,+,6520,pseudogene,intergenic,,pseudogene
AT1G43790,Chr1,16575759,16576541,+,783,mRNA,mRNA,TED6,tracheary element differentiation-related 6
AT1G43800,Chr1,16577521,16579722,+,2202,mRNA,mRNA,FTM1,Plant stearoyl-acyl-carrier-protein desaturase family protein
AT1G43810,Chr1,16580447,16580800,-,354,mRNA,mRNA,,hypothetical protein
AT1G43815,Chr1,16582084,16584556,+,2473,mRNA,mRNA,,hypothetical protein
AT1G43820,Chr1,16585705,16585776,-,72,canonical ncRNA,tRNA,,
AT1G43825,Chr1,16608603,16608818,-,216,mRNA,mRNA,,hypothetical protein
AT1G43850,Chr1,16616988,16622049,+,5062,mRNA,mRNA,SEU,SEUSS transcriptional co-regulator
AT1G43860,Chr1,16620769,16624504,-,3736,mRNA,mRNA,,sequence-specific DNA binding transcription factor
AT1G07203,Chr1,16637613,16643478,-,5866,lncRNA,intergenic,,
AT1G07233,Chr1,16645544,16646093,+,550,lncRNA,intergenic,,
AT1G43890,Chr1,16646696,16648648,+,1953,mRNA,mRNA,RAB18,RAB GTPASE HOMOLOG B18
AT1G43895,Chr1,16648567,16649643,-,1077,pseudogene,intragenic,,pseudogene
AT1G43900,Chr1,16654030,16655928,+,1899,mRNA,mRNA,,Protein phosphatase 2C family protein
AT1G43910,Chr1,16655884,16657686,-,1803,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G43950,Chr1,16672582,16673952,-,1371,mRNA,mRNA,ARF23,auxin response factor 23
AT1G43970,Chr1,16681269,16682933,+,1665,mRNA,mRNA,,hypothetical protein
AT1G43980,Chr1,16687430,16689563,-,2134,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT1G43997,Chr1,16704314,16705876,-,1563,pseudogene,intergenic,,pseudogene
AT1G44000,Chr1,16708004,16709713,-,1710,mRNA,mRNA,,STAY-GREEN-like protein
AT1G44010,Chr1,16714622,16715564,+,943,mRNA,mRNA,,transmembrane protein
AT1G44020,Chr1,16715972,16718656,-,2685,mRNA,mRNA,,Cysteine/Histidine-rich C1 domain family protein
AT1G44030,Chr1,16724237,16726752,-,2516,mRNA,mRNA,,Cysteine/Histidine-rich C1 domain family protein
AT1G44040,Chr1,16727608,16729008,-,1401,pseudogene,intergenic,,pseudogene
AT1G44050,Chr1,16739192,16741652,+,2461,mRNA,mRNA,,Cysteine/Histidine-rich C1 domain family protein
AT1G44080,Chr1,16753944,16755670,-,1727,mRNA,mRNA,,F-box SKIP23-like protein (DUF295)
AT1G07237,Chr1,16755832,16756032,+,201,lncRNA,intergenic,,
AT1G44085,Chr1,16758110,16758508,-,399,mRNA,mRNA,,glycine-rich protein
AT1G44090,Chr1,16760616,16762486,-,1871,mRNA,mRNA,GA20OX5,gibberellin 20-oxidase 5
AT1G44100,Chr1,16764392,16767685,-,3294,mRNA,mRNA,AAP5,amino acid permease 5
AT1G44110,Chr1,16774765,16777352,-,2588,mRNA,mRNA,CYCA1%3B1,Cyclin A1%3B1
AT1G44120,Chr1,16780059,16787623,+,7565,mRNA,mRNA,,CELLULOSE SYNTHASE INTERACTIVE 2
AT1G44125,Chr1,16780241,16786828,-,6588,lncRNA,intragenic,,Natural antisense transcript overlaps with AT1G44120
AT1G44130,Chr1,16787508,16789436,-,1929,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT1G44150,Chr1,16792695,16793084,+,390,pseudogene,intergenic,,pseudogene
AT1G44160,Chr1,16794820,16796450,+,1631,mRNA,mRNA,,HSP40/DnaJ peptide-binding protein
AT1G44170,Chr1,16796400,16800321,-,3922,mRNA,mRNA,ALDH3H1,aldehyde dehydrogenase 3H1
AT1G44180,Chr1,16807828,16810565,-,2738,mRNA,mRNA,,Peptidase M20/M25/M40 family protein
AT1G07247,Chr1,16811345,16811569,+,225,lncRNA,intergenic,,
AT1G07253,Chr1,16811377,16811940,-,564,lncRNA,intergenic,,
AT1G07257,Chr1,16812746,16812944,+,199,lncRNA,intergenic,,
AT1G44191,Chr1,16813599,16814733,-,1135,mRNA,mRNA,,ECA1 gametogenesis related family protein
AT1G07263,Chr1,16817048,16817318,-,271,lncRNA,intergenic,,
AT1G07267,Chr1,16817810,16818214,-,405,lncRNA,intergenic,,
AT1G44224,Chr1,16820929,16821823,-,895,mRNA,mRNA,,ECA1 gametogenesis related family protein
AT1G44286,Chr1,16823438,16823822,+,385,pseudogene,intergenic,,pseudogene
AT1G44318,Chr1,16831016,16834011,+,2996,mRNA,mRNA,hemb2,Aldolase superfamily protein
AT1G44350,Chr1,16834210,16838562,-,4353,mRNA,mRNA,ILL6,IAA-amino acid hydrolase ILR1-like 6
MSTRG.3534.1,Chr1,16837640,16838644,+,1005,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G44350
AT1G44382,Chr1,16846735,16847325,+,591,pseudogene,intergenic,,pseudogene
AT1G44414,Chr1,16847684,16848343,+,660,mRNA,mRNA,,zinc-ribbon domain protein
AT1G44446,Chr1,16848308,16851271,-,2964,mRNA,mRNA,CH1,Pheophorbide a oxygenase family protein with Rieske 2Fe-2S domain-containing protein
AT1G44478,Chr1,16852341,16853238,-,898,mRNA,mRNA,,Cyclophilin
AT1G44542,Chr1,16864831,16866787,-,1957,mRNA,mRNA,,Cyclase family protein
AT1G44575,Chr1,16870221,16873427,+,3207,mRNA,mRNA,NPQ4,Chlorophyll A-B binding family protein
AT1G44608,Chr1,16875092,16876549,-,1458,mRNA,mRNA,,hypothetical protein
AT1G44740,Chr1,16887217,16889155,+,1939,mRNA,mRNA,,hypothetical protein
MSTRG.3539.2,Chr1,16888078,16889375,+,1298,lncRNA,intragenic,NA,Overlaps with AT1G44740
AT1G44750,Chr1,16892527,16896089,+,3563,mRNA,mRNA,PUP11,purine permease 11
AT1G44760,Chr1,16896679,16898645,-,1967,mRNA,mRNA,,Adenine nucleotide alpha hydrolases-like superfamily protein
AT1G44770,Chr1,16907537,16909572,-,2036,mRNA,mRNA,,elongation factor
AT1G44780,Chr1,16909708,16912270,+,2563,mRNA,mRNA,,translation initiation factor
AT1G44790,Chr1,16912154,16913664,-,1511,mRNA,mRNA,,ChaC-like family protein
AT1G44800,Chr1,16913994,16917053,-,3060,mRNA,mRNA,SIAR1,nodulin MtN21 /EamA-like transporter family protein
AT1G44810,Chr1,16923440,16924821,+,1382,mRNA,mRNA,,DNA-binding storekeeper protein-related transcriptional regulator
AT1G44820,Chr1,16926297,16929196,+,2900,mRNA,mRNA,,Peptidase M20/M25/M40 family protein
AT1G44830,Chr1,16933699,16934568,+,870,mRNA,mRNA,,Integrase-type DNA-binding superfamily protein
AT1G44835,Chr1,16939692,16942558,+,2867,mRNA,mRNA,,YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein
AT1G44890,Chr1,16963125,16965019,+,1895,mRNA,mRNA,,inner membrane OXA1-like protein
AT1G44895,Chr1,16965181,16965586,+,406,mRNA,mRNA,,minichromosone maintenance protein
MSTRG.3551.1,Chr1,16969338,16969500,+,163,lncRNA,intergenic,NA,NA
AT1G44900,Chr1,16970214,16974753,+,4540,mRNA,mRNA,MCM2,minichromosome maintenance (MCM2/3/5) family protein
AT1G44910,Chr1,16975604,16982965,+,7362,mRNA,mRNA,PRP40A,pre-mRNA-processing protein 40A
MSTRG.3554.1,Chr1,16977971,16978164,-,194,lncRNA,intragenic,NA,Located within an intron of AT1G44910
AT1G44920,Chr1,16982904,16984444,-,1541,mRNA,mRNA,,transmembrane protein
AT1G07273,Chr1,16992570,16992951,+,382,lncRNA,intergenic,,
AT1G07277,Chr1,16992748,16992951,-,204,lncRNA,intergenic,,
AT1G44940,Chr1,16994155,16995044,+,890,mRNA,mRNA,,hypothetical protein
AT1G44941,Chr1,16995113,16995295,-,183,mRNA,mRNA,,hypothetical protein
AT1G44960,Chr1,16999446,17001734,+,2289,mRNA,mRNA,,SNARE associated Golgi protein family
AT1G44970,Chr1,17002089,17003867,+,1779,mRNA,mRNA,,Peroxidase superfamily protein
AT1G44980,Chr1,17004256,17005923,-,1668,mRNA,mRNA,PME7,pectin methylesterase 7
AT1G44990,Chr1,17007542,17007808,-,267,mRNA,mRNA,,transmembrane protein
AT1G45000,Chr1,17009051,17011929,+,2879,mRNA,mRNA,,AAA-type ATPase family protein
AT1G07287,Chr1,17012776,17013059,-,284,lncRNA,intergenic,,
AT1G45010,Chr1,17013385,17015520,-,2136,mRNA,mRNA,,TRAM%2C LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
MSTRG.3560.1,Chr1,17021514,17022795,+,1282,lncRNA,intragenic,NA,Overlaps with AT1G45015
AT1G45015,Chr1,17021514,17022795,+,1282,mRNA,mRNA,,MD-2-related lipid recognition domain-containing protein
MSTRG.3560.3,Chr1,17021524,17022756,+,1233,lncRNA,intragenic,NA,Overlaps with AT1G45015
AT1G45040,Chr1,17030498,17030855,-,358,pseudogene,intergenic,,pseudogene
AT1G45050,Chr1,17031211,17033269,+,2059,mRNA,mRNA,ATUBC2-1,Ubiquitin-conjugating enzyme family protein
MSTRG.3561.3,Chr1,17031260,17033428,+,2169,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT1G45063
AT1G45063,Chr1,17033335,17035105,-,1771,mRNA,mRNA,,copper ion binding / electron carrier protein
AT1G45100,Chr1,17050631,17052189,+,1559,mRNA,mRNA,,RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G45110,Chr1,17052475,17054827,+,2353,mRNA,mRNA,,Tetrapyrrole (Corrin/Porphyrin) Methylase
MSTRG.3564.1,Chr1,17055145,17055353,+,209,lncRNA,intergenic,NA,NA
AT1G45130,Chr1,17065111,17069269,+,4159,mRNA,mRNA,BGAL5,beta-galactosidase 5
AT1G45145,Chr1,17074942,17076417,-,1476,mRNA,mRNA,TRX5,thioredoxin H-type 5
AT1G45150,Chr1,17077386,17082592,-,5207,mRNA,mRNA,,alpha-1%2C6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
AT1G45160,Chr1,17083077,17090588,-,7512,mRNA,mRNA,,Protein kinase superfamily protein
AT1G45163,Chr1,17090677,17091464,-,788,mRNA,mRNA,,transmembrane protein
AT1G45165,Chr1,17090807,17091338,+,532,mRNA,mRNA,,Expressed protein
AT1G07293,Chr1,17091839,17092082,+,244,lncRNA,intergenic,,
AT1G07297,Chr1,17093278,17093560,+,283,lncRNA,intergenic,,
AT1G07303,Chr1,17095508,17095712,+,205,lncRNA,intergenic,,
AT1G45170,Chr1,17095980,17098041,-,2062,mRNA,mRNA,,outer envelope pore 24B-like protein
AT1G45180,Chr1,17098475,17101954,+,3480,mRNA,mRNA,,RING/U-box superfamily protein
AT1G45190,Chr1,17104351,17105004,+,654,mRNA,mRNA,DD18,downregulated in DIF1 18
AT1G45191,Chr1,17115762,17119246,+,3485,mRNA,mRNA,BGLU1,Glycosyl hydrolase superfamily protein
AT1G45201,Chr1,17123785,17129223,+,5439,mRNA,mRNA,TLL1,triacylglycerol lipase-like 1
AT1G45207,Chr1,17130350,17133809,-,3460,mRNA,mRNA,,Remorin family protein
AT1G45211,Chr1,17136065,17136392,+,328,pseudogene,intergenic,,pseudogene
AT1G45215,Chr1,17137703,17138251,+,549,mRNA,mRNA,,ECA1 gametogenesis family protein (DUF784)
AT1G45221,Chr1,17139448,17140012,+,565,mRNA,mRNA,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT1G45223,Chr1,17141192,17141771,+,580,mRNA,mRNA,,ECA1 gametogenesis family protein (DUF784)
AT1G45225,Chr1,17142938,17143354,+,417,pseudogene,intergenic,,pseudogene
AT1G45227,Chr1,17144691,17145134,+,444,pseudogene,intergenic,,pseudogene
AT1G45243,Chr1,17147058,17147849,+,792,mRNA,mRNA,,Cysteine/Histidine-rich C1 domain family protein
AT1G45231,Chr1,17147707,17151211,-,3505,mRNA,mRNA,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT1G45233,Chr1,17152896,17154843,+,1948,mRNA,mRNA,THO5,THO complex%2C subunit 5
AT1G45229,Chr1,17154865,17159397,-,4533,mRNA,mRNA,,transmembrane protein
AT1G45234,Chr1,17156607,17156678,+,72,canonical ncRNA,tRNA,,
MSTRG.3582.1,Chr1,17156962,17157097,-,136,lncRNA,intragenic,NA,Located within an intron of AT1G45229
AT1G45236,Chr1,17157360,17157431,+,72,pseudogene,intragenic,,
AT1G45238,Chr1,17158531,17158602,+,72,canonical ncRNA,tRNA,,
AT1G45240,Chr1,17158979,17159050,+,72,canonical ncRNA,tRNA,,
AT1G07313,Chr1,17159423,17159704,-,282,lncRNA,intergenic,,
AT1G45242,Chr1,17160528,17160599,+,72,canonical ncRNA,tRNA,,
AT1G45244,Chr1,17160969,17161040,+,72,canonical ncRNA,tRNA,,
AT1G45246,Chr1,17162022,17162093,+,72,canonical ncRNA,tRNA,,
AT1G45248,Chr1,17162813,17164779,-,1967,mRNA,mRNA,,Nucleolar histone methyltransferase-related protein
AT1G45249,Chr1,17165125,17167924,-,2800,mRNA,mRNA,ABF2,abscisic acid responsive elements-binding factor 2
AT1G45230,Chr1,17169436,17171472,-,2037,mRNA,mRNA,,DCL protein (DUF3223)
AT1G45332,Chr1,17172121,17177060,-,4940,mRNA,mRNA,,Translation elongation factor EFG/EF2 protein
AT1G45403,Chr1,17177804,17178415,+,612,mRNA,mRNA,,membrane protein
AT1G45474,Chr1,17179250,17180806,+,1557,mRNA,mRNA,Lhca5,photosystem I light harvesting complex protein 5
AT1G45545,Chr1,17180615,17183237,-,2623,mRNA,mRNA,,WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT-like protein (DUF827)
AT1G45616,Chr1,17183347,17186602,-,3256,mRNA,mRNA,RLP6,receptor like protein 6
AT1G45688,Chr1,17191362,17193314,+,1953,mRNA,mRNA,,transmembrane protein
AT1G45904,Chr1,17198262,17198818,-,557,pseudogene,intergenic,,pseudogene
AT1G45976,Chr1,17199314,17200841,+,1528,mRNA,mRNA,SBP1,S-ribonuclease binding protein 1
AT1G46048,Chr1,17202375,17202565,-,191,pseudogene,intergenic,,pseudogene
MSTRG.3599.1,Chr1,17222622,17222763,+,142,lncRNA,intergenic,NA,NA
AT1G46264,Chr1,17224720,17226541,+,1822,mRNA,mRNA,HSFB4,heat shock transcription factor B4
AT1G46336,Chr1,17230411,17230653,-,243,mRNA,mRNA,,transmembrane protein
AT1G46408,Chr1,17232135,17232951,-,817,mRNA,mRNA,AGL97,AGAMOUS-like 97
AT1G09495,Chr1,17233552,17234237,+,686,lncRNA,intergenic,,
AT1G46480,Chr1,17236524,17238185,-,1662,mRNA,mRNA,WOX4,WUSCHEL related homeobox 4
AT1G46554,Chr1,17252952,17253903,+,952,lncRNA,intergenic,,other_RNA
MSTRG.3601.1,Chr1,17252952,17253903,+,952,lncRNA,intergenic,NA,NA
AT1G46696,Chr1,17261860,17264183,-,2324,mRNA,mRNA,,hypothetical protein (Protein of unknown function%2C DUF601)
AT1G46768,Chr1,17265586,17266824,-,1239,mRNA,mRNA,RAP2.1,related to AP2 1
AT1G46840,Chr1,17270185,17271706,+,1522,mRNA,mRNA,,F-box family protein
AT1G46912,Chr1,17272521,17273629,+,1109,mRNA,mRNA,,F-box associated ubiquitination effector family protein
AT1G46984,Chr1,17274722,17275834,+,1113,mRNA,mRNA,,F-box family protein
AT1G47056,Chr1,17275890,17277839,-,1950,mRNA,mRNA,VFB1,VIER F-box protein 1
AT1G07317,Chr1,17278482,17278759,+,278,lncRNA,intergenic,,
AT1G47128,Chr1,17282749,17285749,-,3001,mRNA,mRNA,RD21A,Granulin repeat cysteine protease family protein
AT1G47130,Chr1,17291755,17292755,+,1001,mRNA,mRNA,,hypothetical protein
MSTRG.3608.1,Chr1,17295544,17296934,+,1391,lncRNA,intergenic,NA,NA
AT1G07323,Chr1,17295588,17296007,-,420,lncRNA,intergenic,,
AT1G47200,Chr1,17297831,17298829,-,999,mRNA,mRNA,WPP2,WPP domain protein 2
AT1G47210,Chr1,17300691,17302914,+,2224,mRNA,mRNA,CYCA3%3B2,cyclin-dependent protein kinase 3%3B2
AT1G47220,Chr1,17303676,17305197,+,1522,mRNA,mRNA,CYCA3%3B3,Cyclin A3%3B3
AT1G47230,Chr1,17306574,17308848,+,2275,mRNA,mRNA,CYCA3%3B4,CYCLIN A3%3B4
AT1G47240,Chr1,17308803,17311505,-,2703,mRNA,mRNA,NRAMP2,NRAMP metal ion transporter 2
AT1G07327,Chr1,17312833,17313395,+,563,lncRNA,intergenic,,
AT1G07333,Chr1,17313890,17314236,-,347,lncRNA,intergenic,,
AT1G07337,Chr1,17314501,17315180,+,680,lncRNA,intergenic,,
AT1G07343,Chr1,17314926,17315180,-,255,lncRNA,intergenic,,
AT1G47250,Chr1,17319119,17321202,+,2084,mRNA,mRNA,PAF2,20S proteasome alpha subunit F2
AT1G47260,Chr1,17319551,17323484,-,3934,mRNA,mRNA,GAMMA CA2,gamma carbonic anhydrase 2
AT1G47265,Chr1,17324318,17324911,+,594,mRNA,mRNA,,hypothetical protein
AT1G47270,Chr1,17326530,17328772,+,2243,mRNA,mRNA,TLP6,tubby like protein 6
AT1G47271,Chr1,17328813,17330536,+,1724,mRNA,mRNA,,Cystathionine beta-synthase (CBS) family protein
AT1G47278,Chr1,17330819,17332336,+,1518,mRNA,mRNA,,hypothetical protein
AT1G47280,Chr1,17331972,17334412,-,2441,mRNA,mRNA,,hypothetical protein
AT1G47290,Chr1,17335751,17339275,+,3525,mRNA,mRNA,3BETAHSD/D1,3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1
AT1G47300,Chr1,17339561,17340972,-,1412,mRNA,mRNA,,F-box family protein
AT1G07347,Chr1,17341893,17342151,-,259,lncRNA,intergenic,,
AT1G47310,Chr1,17342739,17344828,+,2090,mRNA,mRNA,,signal peptidase I
AT1G47317,Chr1,17347094,17347515,+,422,mRNA,mRNA,,defensin-like protein
AT1G07353,Chr1,17348023,17348579,+,557,lncRNA,intergenic,,
AT1G47330,Chr1,17351018,17353875,+,2858,mRNA,mRNA,,methyltransferase%2C putative (DUF21)
AT1G47340,Chr1,17353847,17356564,-,2718,mRNA,mRNA,,F-box and associated interaction domains-containing protein
AT1G47350,Chr1,17358447,17360722,-,2276,mRNA,mRNA,,F-box associated ubiquitination effector family protein
AT1G47370,Chr1,17365898,17368703,-,2806,mRNA,mRNA,,Toll-Interleukin-Resistance (TIR) domain family protein
MSTRG.3624.2,Chr1,17366702,17367087,-,386,lncRNA,intragenic,NA,Overlaps with AT1G47370
AT1G47380,Chr1,17372371,17376091,-,3721,mRNA,mRNA,,Protein phosphatase 2C family protein
AT1G47389,Chr1,17378580,17379391,+,812,mRNA,mRNA,,transmembrane protein
AT1G47390,Chr1,17379544,17380656,+,1113,mRNA,mRNA,,F-box and associated interaction domains-containing protein
AT1G47395,Chr1,17382998,17383830,+,833,mRNA,mRNA,,hypothetical protein
AT1G47400,Chr1,17385707,17386485,+,779,mRNA,mRNA,,hypothetical protein
